Section,Beam Mark,Width_mm,Depth_mm,Prov_BotBar_No,Prov_BotBar_Dia_mm,Prov_BotBar_Area_mm2,Positive_Moment_kNm,Min_BotBar_mm2,Min_BotBar_Area-crk_mm2,Req_BotBar_Area_cl6.1_mm2,Req_BotBar_Area_mm2,BotBar_utilisation,BotBar _Design_Status,BotBar_Spacing,Prov_TopBar_No,Prov_TopBar_Dia_mm,Prov_TopBar_Area_mm2,Negative_Moment_kNm,Min_TopBar_mm2,Min_TopBar_Area-crk_mm2,Req_TopBar_Area_cl6.1_mm2,Req_TopBar_Area_Req_mm2,TopBar_utilisation,TopBar_Design_Status,TopBar_Spacing_mm,ShearForce_kN,ShearBar_leg_nos,ShearBar_Dia_mm,ShearBar_Spacing_mm,ShearBar_Prov_Asv_mm2perm,Ved_Prov_kN,Ved_Req_kN,Ved_utilisation,Shear_Design_Status,Source_File
16,2B47-S6-L,125,450,1 layer x 2no,2T16,402,80,69,78,476,476,1.184,FAIL,PASS,2 layer x 2no,2T20 + 2T12,855,160,66,76,1059,1059,1.239,FAIL,PASS,,2,6,175,323.1352444,67,167,2.492537313,FAIL,2B47_Beam_Audit_Table R1 No Fill.csv
17,2B47-S6-M,125,450,1 layer x 2no,2T16,402,120,69,78,806,806,2.005,FAIL,PASS,1 layer x 2no,2T12,226,40,69,79,217,217,0.96,PASS,PASS,,2,6,175,323.1352444,67,66,0.985074627,PASS,2B47_Beam_Audit_Table R1 No Fill.csv
18,2B47-S6-R,125,450,1 layer x 2no,2T16,402,72,69,78,420,420,1.045,FAIL,PASS,1 layer x 2no,2T20,628,145,68,76,952,952,1.516,FAIL,PASS,,2,6,175,323.1352444,67,114,1.701492537,FAIL,2B47_Beam_Audit_Table R1 No Fill.csv
19,2B47-S7-L,125,450,1 layer x 2no,2T16,402,27,69,78,145,145,0.361,PASS,PASS,1 layer x 2no,2T20,628,54,68,76,305,305,0.486,PASS,FAIL,,2,6,175,323.1352444,67,80,1.194029851,FAIL,2B47_Beam_Audit_Table R1 No Fill.csv
20,2B47-S7-M,125,450,1 layer x 2no,2T16,402,47,69,78,260,260,0.647,PASS,PASS,1 layer x 2no,2T20,628,16,68,76,86,86,0.137,PASS,FAIL,,2,6,175,323.1352444,67,59,0.880597015,PASS,2B47_Beam_Audit_Table R1 No Fill.csv
21,2B47-S7-R,125,450,1 layer x 2no,2T16,402,32,69,78,172,172,0.428,PASS,PASS,1 layer x 2no,2T20,628,64,68,76,369,369,0.588,PASS,FAIL,,2,6,175,323.1352444,67,59,0.880597015,PASS,2B47_Beam_Audit_Table R1 No Fill.csv
22,2B47-S8-L,125,450,1 layer x 2no,2T16,402,67,69,78,387,387,0.963,PASS,PASS,2 layer x 2no,2T20 + 2T12,855,134,66,76,907,907,1.061,FAIL,PASS,,2,6,175,323.1352444,67,97,1.447761194,FAIL,2B47_Beam_Audit_Table R1 No Fill.csv
23,2B47-S8-M,125,450,1 layer x 2no,2T16,402,104,69,78,661,661,1.644,FAIL,PASS,1 layer x 2no,2T12,226,34,69,79,183,183,0.81,PASS,PASS,,2,6,175,323.1352444,67,60,0.895522388,PASS,2B47_Beam_Audit_Table R1 No Fill.csv
24,2B47-S8-R,125,450,1 layer x 2no,2T16,402,68,69,78,393,393,0.978,PASS,PASS,2 layer x 2no,2T20 + 2T20,1257,135,64,74,934,934,0.743,PASS,FAIL,,2,6,175,323.1352444,67,97,1.447761194,FAIL,2B47_Beam_Audit_Table R1 No Fill.csv
25,2B47-S9,125,450,1 layer x 2no,2T16,402,129,69,78,861,861,2.142,FAIL,PASS,2 layer x 2no,2T20 + 2T20,1257,258,64,74,1677,1677,1.334,FAIL,PASS,,2,6,100,565.4866776,117,195,1.666666667,FAIL,2B47_Beam_Audit_Table R1 No Fill.csv
1,2B48-S1-L,125,450,1 layer x 2no,2T20,628,62,68,76,356,356,0.567,PASS,FAIL,1 layer x 2no,2T16,402,25,69,78,134,134,0.333,PASS,PASS,,2,6,175,323.1352444,67,62,0.925373134,PASS,2B48_Beam_Audit_Table R1 No Fill.csv
2,2B48-S1-M,125,450,2 layer x 2no,2T20 + 2T20,1257,84,64,74,553,553,0.44,PASS,FAIL,1 layer x 2no,2T16,402,25,69,78,134,134,0.333,PASS,PASS,,2,6,175,323.1352444,67,62,0.925373134,PASS,2B48_Beam_Audit_Table R1 No Fill.csv
3,2B48-S1-R,125,450,1 layer x 2no,2T20,628,50,68,76,280,280,0.446,PASS,FAIL,2 layer x 2no,2T20 + 2T20,1257,100,64,74,696,696,0.554,PASS,FAIL,,2,6,175,323.1352444,67,62,0.925373134,PASS,2B48_Beam_Audit_Table R1 No Fill.csv
4,2B48-S2-L,125,450,1 layer x 2no,2T20,628,50,68,76,280,280,0.446,PASS,FAIL,2 layer x 2no,2T20 + 2T20,1257,99,64,74,687,687,0.547,PASS,FAIL,,2,6,175,323.1352444,67,55,0.820895522,PASS,2B48_Beam_Audit_Table R1 No Fill.csv
5,2B48-S2-M,125,450,2 layer x 2no,2T20 + 2T20,1257,71,64,74,449,449,0.357,PASS,FAIL,1 layer x 2no,2T16,402,25,69,78,134,134,0.333,PASS,PASS,,2,6,175,323.1352444,67,55,0.820895522,PASS,2B48_Beam_Audit_Table R1 No Fill.csv
6,2B48-S2-R,125,450,1 layer x 2no,2T20,628,45,68,76,250,250,0.398,PASS,FAIL,2 layer x 2no,2T20 + 2T16,1030,90,65,75,590,590,0.573,PASS,FAIL,,2,6,175,323.1352444,67,55,0.820895522,PASS,2B48_Beam_Audit_Table R1 No Fill.csv
7,2B48-S3-L,125,450,1 layer x 2no,2T20,628,45,68,76,250,250,0.398,PASS,FAIL,2 layer x 2no,2T20 + 2T16,1030,90,65,75,590,590,0.573,PASS,FAIL,,2,6,175,323.1352444,67,53,0.791044776,PASS,2B48_Beam_Audit_Table R1 No Fill.csv
8,2B48-S3-M,125,450,1 layer x 2no,2T20,628,67,68,76,389,389,0.619,PASS,FAIL,1 layer x 2no,2T16,402,23,69,78,124,124,0.308,PASS,PASS,,2,6,175,323.1352444,67,47,0.701492537,PASS,2B48_Beam_Audit_Table R1 No Fill.csv
9,2B48-S3-R,125,450,1 layer x 2no,2T20,628,37,68,76,202,202,0.322,PASS,FAIL,2 layer x 2no,2T20 + 2T12,855,75,66,76,461,461,0.539,PASS,FAIL,,2,6,175,323.1352444,67,47,0.701492537,PASS,2B48_Beam_Audit_Table R1 No Fill.csv
10,2B48-S4-L,125,450,1 layer x 2no,2T20,628,38,68,76,208,208,0.331,PASS,FAIL,2 layer x 2no,2T20 + 2T12,855,75,66,76,461,461,0.539,PASS,FAIL,,2,6,175,323.1352444,67,47,0.701492537,PASS,2B48_Beam_Audit_Table R1 No Fill.csv
11,2B48-S4-M,125,450,2 layer x 2no,2T20 + 2T12,855,65,66,76,389,389,0.455,PASS,FAIL,1 layer x 2no,2T12,226,21,69,79,112,112,0.496,PASS,PASS,,2,6,175,323.1352444,67,46,0.686567164,PASS,2B48_Beam_Audit_Table R1 No Fill.csv
12,2B48-S4-R,125,450,1 layer x 2no,2T20,628,42,68,76,232,232,0.369,PASS,FAIL,2 layer x 2no,2T20 + 2T12,855,83,66,76,521,521,0.609,PASS,FAIL,,2,6,175,323.1352444,67,49,0.731343284,PASS,2B48_Beam_Audit_Table R1 No Fill.csv
13,2B48-S5-L,125,450,1 layer x 2no,2T20,628,64,68,76,369,369,0.588,PASS,FAIL,2 layer x 2no,2T20 + 2T12,855,128,66,76,872,872,1.02,FAIL,PASS,,2,6,175,323.1352444,67,45,0.671641791,PASS,2B48_Beam_Audit_Table R1 No Fill.csv
14,2B48-S5-M,125,450,1 layer x 2no,2T20,628,85,68,76,516,516,0.822,PASS,FAIL,1 layer x 2no,2T16,402,36,69,78,195,195,0.485,PASS,PASS,,2,6,175,323.1352444,67,32,0.47761194,PASS,2B48_Beam_Audit_Table R1 No Fill.csv
15,2B48-S5-R,125,450,1 layer x 2no,2T20,628,71,68,76,416,416,0.662,PASS,FAIL,2 layer x 2no,2T20 + 2T16,1030,142,65,75,966,966,0.938,PASS,FAIL,,2,6,175,323.1352444,67,32,0.47761194,PASS,2B48_Beam_Audit_Table R1 No Fill.csv
16,2B48-S6-L,125,450,1 layer x 2no,2T20,628,80,68,76,479,479,0.763,PASS,PASS,2 layer x 2no,2T20 + 2T16,1030,160,65,75,1073,1073,1.042,FAIL,PASS,,2,6,175,323.1352444,67,32,0.47761194,PASS,2B48_Beam_Audit_Table R1 No Fill.csv
17,2B48-S6-M,125,450,2 layer x 2no,2T20 + 2T16,1030,120,65,75,834,834,0.81,PASS,PASS,1 layer x 2no,2T12,226,40,69,79,217,217,0.96,PASS,PASS,,2,6,175,323.1352444,67,32,0.47761194,PASS,2B48_Beam_Audit_Table R1 No Fill.csv
18,2B48-S6-R,125,450,1 layer x 2no,2T20,628,72,68,76,423,423,0.674,PASS,PASS,2 layer x 2no,2T20 + 2T16,1030,142,65,75,966,966,0.938,PASS,PASS,,2,6,175,323.1352444,67,48,0.71641791,PASS,2B48_Beam_Audit_Table R1 No Fill.csv
19,2B48-S7-L,125,450,1 layer x 2no,2T20,628,27,68,76,146,146,0.232,PASS,PASS,2 layer x 2no,2T20 + 2T16,1030,54,65,75,321,321,0.312,PASS,PASS,,2,6,175,323.1352444,67,46,0.686567164,PASS,2B48_Beam_Audit_Table R1 No Fill.csv
20,2B48-S7-M,125,450,1 layer x 2no,2T20,628,47,68,76,262,262,0.417,PASS,PASS,1 layer x 2no,2T16,402,16,69,78,86,86,0.214,PASS,PASS,,2,6,175,323.1352444,67,38,0.567164179,PASS,2B48_Beam_Audit_Table R1 No Fill.csv
21,2B48-S7-R,125,450,1 layer x 2no,2T20,628,32,68,76,173,173,0.275,PASS,FAIL,2 layer x 2no,2T20 + 2T16,1030,65,65,75,397,397,0.385,PASS,FAIL,,2,6,175,323.1352444,67,38,0.567164179,PASS,2B48_Beam_Audit_Table R1 No Fill.csv
22,2B48-S8-L,125,450,1 layer x 2no,2T20,628,67,68,76,389,389,0.619,PASS,FAIL,2 layer x 2no,2T20 + 2T16,1030,134,65,75,918,918,0.891,PASS,FAIL,,2,6,175,323.1352444,67,42,0.626865672,PASS,2B48_Beam_Audit_Table R1 No Fill.csv
23,2B48-S8-M,125,450,2 layer x 2no,2T20 + 2T16,1030,104,65,75,716,716,0.695,PASS,FAIL,1 layer x 2no,2T12,226,34,69,79,183,183,0.81,PASS,PASS,,2,6,175,323.1352444,67,42,0.626865672,PASS,2B48_Beam_Audit_Table R1 No Fill.csv
24,2B48-S8-R,125,450,1 layer x 2no,2T20,628,68,68,76,396,396,0.631,PASS,FAIL,2 layer x 2no,2T20 + 2T12,855,136,66,76,919,919,1.075,FAIL,PASS,,2,6,175,323.1352444,67,42,0.626865672,PASS,2B48_Beam_Audit_Table R1 No Fill.csv
25,2B48-S9-L,125,450,1 layer x 2no,2T12,226,129,69,79,857,857,3.792,FAIL,PASS,2 layer x 2no,2T20 + 2T12,855,257,66,76,1621,1621,1.896,FAIL,PASS,,2,6,175,323.1352444,67,30,0.447761194,PASS,2B48_Beam_Audit_Table R1 No Fill.csv
26,2B48-S9-R,125,450,1 layer x 2no,2T12,226,64,69,79,365,365,1.615,FAIL,PASS,1 layer x 2no,2T16,402,112,69,78,731,731,1.818,FAIL,PASS,,2,6,150,376.9911184,78,78,1,PASS,2B48_Beam_Audit_Table R1 No Fill.csv
1,2B49-S1-L,125,450,1 layer x 2no,2T20,628,54,68,76,305,305,0.486,PASS,FAIL,1 layer x 2no,2T16,402,19,69,78,102,102,0.254,PASS,PASS,,2,6,175,323.1352444,67,43,0.641791045,PASS,2B49_Beam_Audit_Table R1 No Fill.csv
2,2B49-S1-M,125,450,2 layer x 2no,2T20 + 2T16,1030,68,65,75,419,419,0.407,PASS,FAIL,1 layer x 2no,2T16,402,19,69,78,102,102,0.254,PASS,PASS,,2,6,175,323.1352444,67,43,0.641791045,PASS,2B49_Beam_Audit_Table R1 No Fill.csv
3,2B49-S1-R,125,450,1 layer x 2no,2T20,628,37,68,76,202,202,0.322,PASS,FAIL,2 layer x 2no,2T20 + 2T16,1030,74,65,75,463,463,0.45,PASS,FAIL,,2,6,175,323.1352444,67,43,0.641791045,PASS,2B49_Beam_Audit_Table R1 No Fill.csv
4,2B49-S2-L,125,450,1 layer x 2no,2T20,628,37,68,76,202,202,0.322,PASS,FAIL,2 layer x 2no,2T20 + 2T16,1030,73,65,75,455,455,0.442,PASS,FAIL,,2,6,175,323.1352444,67,52,0.776119403,PASS,2B49_Beam_Audit_Table R1 No Fill.csv
5,2B49-S2-M,125,450,2 layer x 2no,2T20 + 2T16,1030,62,65,75,376,376,0.365,PASS,FAIL,1 layer x 2no,2T16,402,22,69,78,118,118,0.294,PASS,PASS,,2,6,175,323.1352444,67,52,0.776119403,PASS,2B49_Beam_Audit_Table R1 No Fill.csv
6,2B49-S2-R,125,450,1 layer x 2no,2T20,628,62,68,76,356,356,0.567,PASS,FAIL,2 layer x 2no,2T20 + 2T16,1030,22,65,75,124,124,0.12,PASS,FAIL,,2,6,175,323.1352444,67,52,0.776119403,PASS,2B49_Beam_Audit_Table R1 No Fill.csv
7,2B49-S3-L,125,450,1 layer x 2no,2T16,402,44,69,78,242,242,0.602,PASS,PASS,2 layer x 2no,2T20 + 2T16,1030,88,65,75,573,573,0.556,PASS,FAIL,,2,6,175,323.1352444,67,52,0.776119403,PASS,2B49_Beam_Audit_Table R1 No Fill.csv
8,2B49-S3-M,125,450,1 layer x 2no,2T16,402,67,69,78,387,387,0.963,PASS,PASS,1 layer x 2no,2T16,402,22,69,78,118,118,0.294,PASS,PASS,,2,6,175,323.1352444,67,52,0.776119403,PASS,2B49_Beam_Audit_Table R1 No Fill.csv
9,2B49-S3-R,125,450,1 layer x 2no,2T16,402,34,69,78,184,184,0.458,PASS,PASS,2 layer x 2no,2T20 + 2T12,855,77,66,76,475,475,0.556,PASS,FAIL,,2,6,175,323.1352444,67,52,0.776119403,PASS,2B49_Beam_Audit_Table R1 No Fill.csv
10,2B49-S4-L,125,450,1 layer x 2no,2T20,628,39,68,76,214,214,0.341,PASS,FAIL,2 layer x 2no,2T20 + 2T12,855,77,66,76,475,475,0.556,PASS,FAIL,,2,6,175,323.1352444,67,48,0.71641791,PASS,2B49_Beam_Audit_Table R1 No Fill.csv
11,2B49-S4-M,125,450,1 layer x 2no,2T20,628,65,68,76,376,376,0.599,PASS,FAIL,1 layer x 2no,2T12,226,20,69,79,107,107,0.473,PASS,PASS,,2,6,175,323.1352444,67,48,0.71641791,PASS,2B49_Beam_Audit_Table R1 No Fill.csv
12,2B49-S4-R,125,450,1 layer x 2no,2T20,628,40,68,76,220,220,0.35,PASS,FAIL,2 layer x 2no,2T20 + 2T12,855,80,66,76,498,498,0.582,PASS,FAIL,,2,6,175,323.1352444,67,48,0.71641791,PASS,2B49_Beam_Audit_Table R1 No Fill.csv
13,2B49-S5-L,125,450,1 layer x 2no,2T16,402,40,69,78,219,219,0.545,PASS,PASS,2 layer x 2no,2T20 + 2T12,855,80,66,76,498,498,0.582,PASS,FAIL,,2,6,175,323.1352444,67,46,0.686567164,PASS,2B49_Beam_Audit_Table R1 No Fill.csv
14,2B49-S5-M,125,450,1 layer x 2no,2T16,402,47,69,78,260,260,0.647,PASS,PASS,1 layer x 2no,2T16,402,20,69,78,108,108,0.269,PASS,PASS,,2,6,175,323.1352444,67,46,0.686567164,PASS,2B49_Beam_Audit_Table R1 No Fill.csv
15,2B49-S5-R,125,450,1 layer x 2no,2T16,402,30,69,78,161,161,0.4,PASS,PASS,2 layer x 2no,2T20 + 2T12,855,60,66,76,355,355,0.415,PASS,FAIL,,2,6,175,323.1352444,67,46,0.686567164,PASS,2B49_Beam_Audit_Table R1 No Fill.csv
16,2B49-S6-L,125,450,2 layer x 2no,2T20 + 2T20,1257,47,64,74,280,280,0.223,PASS,FAIL,2 layer x 2no,2T20 + 2T12,855,60,66,76,355,355,0.415,PASS,FAIL,,2,6,175,323.1352444,67,55,0.820895522,PASS,2B49_Beam_Audit_Table R1 No Fill.csv
17,2B49-S6-M,125,450,2 layer x 2no,2T20 + 2T20,1257,82,64,74,536,536,0.426,PASS,FAIL,1 layer x 2no,2T12,226,25,69,79,134,134,0.593,PASS,PASS,,2,6,175,323.1352444,67,55,0.820895522,PASS,2B49_Beam_Audit_Table R1 No Fill.csv
18,2B49-S6-R,125,450,2 layer x 2no,2T20 + 2T20,1257,51,64,74,307,307,0.244,PASS,FAIL,2 layer x 2no,2T20 + 2T16,1030,102,65,75,697,697,0.677,PASS,FAIL,,2,6,175,323.1352444,67,55,0.820895522,PASS,2B49_Beam_Audit_Table R1 No Fill.csv
19,2B49-S7-L,125,450,1 layer x 2no,2T20,628,101,68,76,641,641,1.021,FAIL,PASS,2 layer x 2no,2T20 + 2T16,1030,51,65,75,301,301,0.292,PASS,FAIL,,2,6,175,323.1352444,67,54,0.805970149,PASS,2B49_Beam_Audit_Table R1 No Fill.csv
20,2B49-S7-M,125,450,1 layer x 2no,2T20,628,64,68,76,369,369,0.588,PASS,FAIL,1 layer x 2no,2T16,402,26,69,78,140,140,0.348,PASS,PASS,,2,6,175,323.1352444,67,54,0.805970149,PASS,2B49_Beam_Audit_Table R1 No Fill.csv
21,2B49-S7-R,125,450,1 layer x 2no,2T20,628,39,68,76,214,214,0.341,PASS,FAIL,2 layer x 2no,2T20 + 2T16,1030,77,65,75,486,486,0.472,PASS,FAIL,,2,6,175,323.1352444,67,54,0.805970149,PASS,2B49_Beam_Audit_Table R1 No Fill.csv
22,2B49-S8-L,125,450,1 layer x 2no,2T20,628,38,68,76,208,208,0.331,PASS,FAIL,2 layer x 2no,2T20 + 2T16,1030,77,65,75,486,486,0.472,PASS,FAIL,,2,6,175,323.1352444,67,49,0.731343284,PASS,2B49_Beam_Audit_Table R1 No Fill.csv
23,2B49-S8-M,125,450,1 layer x 2no,2T20,628,63,68,76,363,363,0.578,PASS,FAIL,1 layer x 2no,2T12,226,20,69,79,107,107,0.473,PASS,PASS,,2,6,175,323.1352444,67,49,0.731343284,PASS,2B49_Beam_Audit_Table R1 No Fill.csv
24,2B49-S8-R,125,450,1 layer x 2no,2T20,628,37,68,76,202,202,0.322,PASS,FAIL,2 layer x 2no,2T20 + 2T12,855,73,66,76,446,446,0.522,PASS,FAIL,,2,6,175,323.1352444,67,49,0.731343284,PASS,2B49_Beam_Audit_Table R1 No Fill.csv
25,2B49-S9-L,125,450,1 layer x 2no,2T12,226,37,69,79,200,200,0.885,PASS,PASS,2 layer x 2no,2T20 + 2T12,855,73,66,76,446,446,0.522,PASS,FAIL,,2,6,175,323.1352444,67,35,0.52238806,PASS,2B49_Beam_Audit_Table R1 No Fill.csv
26,2B49-S9-R,125,450,1 layer x 2no,2T12,226,18,69,79,96,96,0.425,PASS,PASS,1 layer x 2no,2T20,628,30,68,76,162,162,0.258,PASS,PASS,,2,6,175,323.1352444,67,34,0.507462687,PASS,2B49_Beam_Audit_Table R1 No Fill.csv
1,2B50-S1-L,125,450,1 layer x 2no,2T16,402,33,69,78,178,178,0.443,PASS,PASS,1 layer x 2no,2T16,402,66,69,78,380,380,0.945,PASS,PASS,,2,6,175,323.1352444,67,63,0.940298507,PASS,2B50_Beam_Audit_Table R1 No Fill.csv
2,2B50-S1-M,125,450,1 layer x 2no,2T16,402,53,69,78,297,297,0.739,PASS,PASS,1 layer x 2no,2T16,402,17,69,78,91,91,0.226,PASS,PASS,,2,6,175,323.1352444,67,63,0.940298507,PASS,2B50_Beam_Audit_Table R1 No Fill.csv
3,2B50-S1-R,125,450,1 layer x 2no,2T16,402,34,69,78,184,184,0.458,PASS,PASS,2 layer x 2no,2T20 + 2T12,1030,68,65,75,419,419,0.407,PASS,FAIL,,2,6,175,323.1352444,67,63,0.940298507,PASS,2B50_Beam_Audit_Table R1 No Fill.csv
4,2B50-S2-L,125,450,1 layer x 2no,2T16,402,28,69,78,151,151,0.376,PASS,PASS,2 layer x 2no,2T20 + 2T12,1030,56,65,75,335,335,0.325,PASS,FAIL,,2,6,175,323.1352444,67,43,0.641791045,PASS,2B50_Beam_Audit_Table R1 No Fill.csv
5,2B50-S2-M,125,450,1 layer x 2no,2T16,402,40,69,78,219,219,0.545,PASS,PASS,1 layer x 2no,2T12,226,14,69,79,75,79,0.35,PASS,PASS,,2,6,175,323.1352444,67,43,0.641791045,PASS,2B50_Beam_Audit_Table R1 No Fill.csv
6,2B50-S2-R,125,450,1 layer x 2no,2T16,402,23,69,78,124,124,0.308,PASS,PASS,1 layer x 2no,2T20,628,46,68,76,256,256,0.408,PASS,FAIL,,2,6,175,323.1352444,67,43,0.641791045,PASS,2B50_Beam_Audit_Table R1 No Fill.csv
7,2B50-S3-L,125,450,1 layer x 2no,2T16,402,32,69,78,172,172,0.428,PASS,PASS,1 layer x 2no,2T20,628,64,68,76,369,369,0.588,PASS,FAIL,,2,6,175,323.1352444,67,49,0.731343284,PASS,2B50_Beam_Audit_Table R1 No Fill.csv
8,2B50-S3-M,125,450,1 layer x 2no,2T16,402,50,69,78,278,278,0.692,PASS,PASS,1 layer x 2no,2T12,226,17,69,79,91,91,0.403,PASS,PASS,,2,6,175,323.1352444,67,49,0.731343284,PASS,2B50_Beam_Audit_Table R1 No Fill.csv
9,2B50-S3-R,125,450,1 layer x 2no,2T16,402,33,69,78,178,178,0.443,PASS,PASS,2 layer x 2no,2T16 + 2T12,628,66,66,77,398,398,0.634,PASS,PASS,,2,6,175,323.1352444,67,49,0.731343284,PASS,2B50_Beam_Audit_Table R1 No Fill.csv
10,2B50-S4-L,125,450,1 layer x 2no,2T16,402,34,69,78,184,184,0.458,PASS,PASS,1 layer x 2no,2T16,628,68,66,77,412,412,0.656,PASS,PASS,,2,6,175,323.1352444,67,46,0.686567164,PASS,2B50_Beam_Audit_Table R1 No Fill.csv
11,2B50-S4-M,125,450,1 layer x 2no,2T16,402,52,69,78,291,291,0.724,PASS,PASS,1 layer x 2no,2T12,226,17,69,79,91,91,0.403,PASS,PASS,,2,6,175,323.1352444,67,46,0.686567164,PASS,2B50_Beam_Audit_Table R1 No Fill.csv
12,2B50-S4-R,125,450,1 layer x 2no,2T16,402,34,69,78,184,184,0.458,PASS,PASS,1 layer x 2no,2T20,628,68,68,76,396,396,0.631,PASS,FAIL,,2,6,175,323.1352444,67,46,0.686567164,PASS,2B50_Beam_Audit_Table R1 No Fill.csv
13,2B50-S5-L,125,450,1 layer x 2no,2T12,226,9,69,79,48,79,0.35,PASS,PASS,1 layer x 2no,2T20,628,34,68,76,185,185,0.295,PASS,FAIL,,2,6,175,323.1352444,67,29,0.432835821,PASS,2B50_Beam_Audit_Table R1 No Fill.csv
14,2B50-S5-M,125,450,1 layer x 2no,2T12,226,31,69,79,166,166,0.735,PASS,PASS,1 layer x 2no,2T20,628,9,68,76,49,76,0.121,PASS,FAIL,,2,6,175,323.1352444,67,29,0.432835821,PASS,2B50_Beam_Audit_Table R1 No Fill.csv
15,2B50-S5-R,125,450,1 layer x 2no,2T12,226,17,69,79,91,91,0.403,PASS,PASS,2 layer x 2no,2T20 + 2T12,855,34,66,76,190,190,0.222,PASS,FAIL,,2,6,175,323.1352444,67,29,0.432835821,PASS,2B50_Beam_Audit_Table R1 No Fill.csv
16,2B50-S6-L,125,450,1 layer x 2no,2T16,402,54,69,78,303,303,0.754,PASS,PASS,2 layer x 2no,2T20 + 2T12,855,108,66,76,735,735,0.86,PASS,FAIL,,2,6,175,323.1352444,67,65,0.970149254,PASS,2B50_Beam_Audit_Table R1 No Fill.csv
17,2B50-S6-M,125,450,1 layer x 2no,2T16,402,84,69,78,505,505,1.256,FAIL,PASS,1 layer x 2no,2T12,226,27,69,79,145,145,0.642,PASS,PASS,,2,6,175,323.1352444,67,65,0.970149254,PASS,2B50_Beam_Audit_Table R1 No Fill.csv
18,2B50-S6-R,125,450,1 layer x 2no,2T16,402,54,69,78,303,303,0.754,PASS,PASS,2 layer x 2no,2T20 + 2T12,855,108,66,76,735,735,0.86,PASS,FAIL,,2,6,175,323.1352444,67,65,0.970149254,PASS,2B50_Beam_Audit_Table R1 No Fill.csv
19,2B50-S7-L,125,450,1 layer x 2no,2T12,226,29,69,79,155,155,0.686,PASS,PASS,2 layer x 2no,2T20 + 2T12,855,58,66,76,342,342,0.4,PASS,FAIL,,2,6,175,323.1352444,67,53,0.791044776,PASS,2B50_Beam_Audit_Table R1 No Fill.csv
20,2B50-S7-M,125,450,1 layer x 2no,2T12,226,45,69,79,247,247,1.093,FAIL,PASS,1 layer x 2no,2T12,226,15,69,79,80,80,0.354,PASS,PASS,,2,6,175,323.1352444,67,53,0.791044776,PASS,2B50_Beam_Audit_Table R1 No Fill.csv
21,2B50-S7-R,125,450,1 layer x 2no,2T12,226,23,69,79,123,123,0.544,PASS,PASS,1 layer x 2no,2T12,226,51,69,79,283,283,1.252,FAIL,PASS,,2,6,175,323.1352444,67,53,0.791044776,PASS,2B50_Beam_Audit_Table R1 No Fill.csv
22,2B50-S8-L,125,450,1 layer x 2no,2T16,402,22,69,78,118,118,0.294,PASS,PASS,1 layer x 2no,2T12,226,46,69,79,253,253,1.119,FAIL,PASS,,2,6,175,323.1352444,67,52,0.776119403,PASS,2B50_Beam_Audit_Table R1 No Fill.csv
23,2B50-S8-M,125,450,1 layer x 2no,2T16,402,41,69,78,224,224,0.557,PASS,PASS,1 layer x 2no,2T20,628,12,68,76,65,76,0.121,PASS,FAIL,,2,6,175,323.1352444,67,52,0.776119403,PASS,2B50_Beam_Audit_Table R1 No Fill.csv
24,2B50-S8-R,125,450,1 layer x 2no,2T16,402,23,69,78,124,124,0.308,PASS,PASS,2 layer x 2no,2T20 + 2T20,1257,45,64,74,267,267,0.212,PASS,FAIL,,2,6,175,323.1352444,67,52,0.776119403,PASS,2B50_Beam_Audit_Table R1 No Fill.csv
25,2B50-S9,125,450,1 layer x 2no,2T12,226,98,69,79,612,612,2.708,FAIL,PASS,2 layer x 2no,2T20 + 2T20,1257,197,64,74,1314,1314,1.045,FAIL,PASS,,2,6,175,323.1352444,67,103,1.537313433,FAIL,2B50_Beam_Audit_Table R1 No Fill.csv
1,2B51-S1-L,150,600,1 layer x 2no,2T16,402,154,112,654,654,654,1.627,FAIL,PASS,2 layer x 2no,2T25 + 2T16,1384,309,109,124,1519,1519,1.097543353,FAIL,PASS,,2,2,6,175,323.1352444,90,0.27852115,PASS,2B51_Beam_Audit_Table R2 No Fill.csv
2,2B51-S1-R,150,600,1 layer x 2no,2T16,402,154,112,654,654,654,1.627,FAIL,PASS,2 layer x 2no,2T25 + 2T16,1384,309,109,124,1519,1519,1.097543353,FAIL,PASS,,2,2,6,100,565.4866776,142,0.251111132,PASS,2B51_Beam_Audit_Table R2 No Fill.csv
3,2B51-S2-L,150,500,1 layer x 2no,2T20,628,43,92,207,207,207,0.33,PASS,PASS,2 layer x 2no,2T25 + 2T16,1384,90,89,102,479,479,0.346098266,PASS,PASS,,2,2,6,125,452.3893421,86,0.190101738,PASS,2B51_Beam_Audit_Table R2 No Fill.csv
